custom_id,season,episode_number,episode_title,air_date,source_notes,has_false_suspect,has_public_exposure,needs_deep_review,summary
lo_s08_e05,8,5,Nullification,,"Militia group (New Sons of Liberty) robs armored car; member Phil Christie acts as own counsel, attempts jury nullification strategy",N,N,N,"Three militia members rob an armored car killing a guard. Two robbers (Matthew Brant and Greg Kubie) are identified at scene; Brant is killed, Kubie hospitalized. Investigation reveals they belong to militia group 'New Sons of Liberty' led by Phil Christie. All 20 members charged with conspiracy. Christie represents himself, employs jury nullification strategy claiming they're at war with US government. Trial ends in hung jury/mistrial. No falsely accused persons identified—all defendants were actual participants or co-conspirators."
lo_s08_e06,8,6,"Baby, It's You",,"Transcript appears complete through detective banter at end, includes full investigation arc.",Y,Y,N,"14-year-old model Brittany Janaway dies from toxic shock syndrome caused by rape. Police initially investigate fashion designer Paul Delacourte, then focus on Johnny Ramirez, former babysitter's son. The Janaways' lawyer conducts parallel investigation with profiler, posts $250,000 reward, and leaks information to media, creating massive public exposure for Ramirez before he's located or interviewed. Transcript ends before resolution, but Ramirez is clearly publicly identified as suspect via media campaign and reward posting."
lo_s08_e07,8,7,Blood,,Transcript appears truncated mid-sentence during Frances Houston's testimony.,Y,Y,Y,"Karin Burdett is found dead after falling from her balcony. Her husband Josh Burdett, a pharmaceutical executive who has been passing as white despite being African American, is initially suspected after forensics suggests she was pushed. The case revolves around their biracial baby given up for adoption, which Karin wanted back. Detectives also investigate Morris Keach as a potential biological father. Eventually, Josh's ex-wife Frances Houston is revealed as the killer, motivated by not wanting her son's racial identity exposed. Multiple suspects are publicly accused before the true perpetrator is identified."
lo_s08_e08,8,8,Shadow,,Transcript appears complete through conclusion of case.,Y,Y,N,"Bail bondsman Manny Ehrlich is murdered. Oscar Liriano, who jumped bail, becomes the prime suspect. However, the investigation reveals Ehrlich was killed by ADA Charlie Harmon, who was fixing cases with defense attorney Arvin Baker. The DA's office conducts a 'shadow prosecution' - a phony murder case against Liriano (with his consent) to expose the corruption. Liriano is publicly arrested and prosecuted for murder despite being innocent, solely to investigate Harmon and Baker's corruption scheme."
lo_s08_e09,8,9,Burned,,Transcript appears complete through courtroom proceedings and final confrontation with Carl Anderton.,Y,Y,N,"A woman hears a murder confession on an answering machine at a man's apartment. Investigation reveals the call was meant for a previous tenant, Roy Lawlor, whose 5-year-old daughter Dee-Dee died in a fire two years earlier. Lawlor was originally blamed for the fire (drunk, passed out with cigarette). Evidence eventually points to Lawlor's teenage son Terry (from first marriage) who set the fire. Roy Lawlor was publicly accused and investigated for his daughter's death before being cleared when Terry became the suspect."
lo_s08_e10,8,10,Ritual,,Murder case involving cultural practice of female genital mutilation,Y,Y,N,"Josef Moussad is murdered after planning to have his niece undergo female genital mutilation. Multiple suspects are investigated before Eric Martin, the girl's father, confesses to killing Moussad to protect his daughter. Dr. Nasser is detained as a suspected terrorist before his true role as the surgeon is revealed. Farrah Patel, Moussad's girlfriend, is suspected by witnesses. The case concludes with Martin accepting a manslaughter plea."
lo_s08_e11,8,11,Under the Influence,,Transcript appears complete through courtroom scenes and plea deal.,N,N,N,"Bernard Dressier kills three people in a drunk driving hit-and-run. His girlfriend Susan Young was a passenger. Dressier is charged with first-degree murder based on intent, but his extreme intoxication (15 drinks on the flight) undermines intent. McCoy initially withholds exculpatory evidence (flight attendant statement) but later introduces it in court, leading to a plea deal for vehicular manslaughter. No innocent people are falsely accused or publicly exposed in this episode - the investigation correctly identifies Dressier as the perpetrator from the start."
lo_s08_e12,8,12,Expert,,Transcript appears complete through trial testimony but cuts off mid-sentence during final courtroom scene.,Y,Y,N,"A shooting in a restaurant bathroom targets Dr. Leon Mayer, an expert witness. Initially suspected are Michael Thompson (thought to be target of hit by Willie Felker) and victim's family members from prior cases. Milton Garner killed as bystander. Lindsay Carson, daughter of Arthur Rigg (convicted despite Mayer's testimony), is ultimately charged. Thompson publicly accused based on detective theory; Larry (victim's brother from prior case) also publicly questioned. Both later cleared when Carson identified as shooter."
lo_s08_e13,8,13,Castoff,,Transcript appears truncated at defense closing argument,Y,Y,Y,"Social worker Jennifer Gaylin is murdered. Randy Johnson, a young man she helped, becomes an early suspect after witnesses report he had been trying to contact her and she was avoiding him. He is publicly questioned but cleared when evidence points to serial killer Eddie Chandler, who targeted people involved in alternative lifestyles. Randy suffered public accusation despite being innocent."
lo_s08_e14,8,14,Grief,,Transcript appears complete through Mrs. Singer's breakdown at end,Y,Y,N,"George Harding is initially accused of raping Leslie Russo (psychiatric patient), but investigation reveals Roger (another patient) was actually her partner. The Russo brothers beat Harding based on false accusation. Harding is then correctly identified as having raped Wendy Singer (coma patient) - but was paid by her mother to do so. Jimmy Baxter was also falsely implicated early on."
lo_s08_e15,8,15,Faccia a Faccia,,Transcript appears complete through trial prep; final scenes may be cut off mid-sentence.,Y,Y,N,"A murdered witness protection informant (Nick Lagrassa/Nicky Shakes) is found in Central Park. Johnny DeMayo is initially presented as the hitman who killed Lagrassa on orders from mob boss Alberto Napoli. DeMayo falsely confesses to the murder to gain witness protection and credibility with Napoli. The actual shooter was Vicky Grant, whose father was one of Lagrassa's 23 victims. She killed Lagrassa independently to stop him from profiting from a book deal. DeMayo is publicly exposed as a cooperating witness and perjurer; his girlfriend Vicky Grant is accused then revealed as the actual killer."
lo_s08_e16,8,16,Divorce,,Transcript appears to be cut off mid-sentence during final courtroom scene. Molly Kilpatrick denies making threatening statement to her lawyer Sheila Atkins.,Y,Y,Y,"Dr. Linda Burk, a therapist conducting marriage counseling and Catholic annulment evaluations, is murdered in her hospital office. Police initially suspect Leonard Gardner, a mentally ill homeless man who claimed to be Pope Adrian VI and wore the victim's hat. He is cleared by alibi (in custody at time of murder). Investigation then focuses on Molly Kilpatrick, a divorcing mother contesting her ex-husband's annulment petition. Molly is arrested despite weak physical evidence. The transcript ends abruptly during a courtroom hearing where her own divorce lawyer, Sheila Atkins, is compelled to reveal Molly's alleged threat against Dr. Burk, which Molly denies making."
lo_s08_e17,8,17,Carrier,,Transcript appears complete through Kenny Stark's girlfriend Leslie's testimony about him disclosing illness.,Y,Y,N,"May Kiley dies at a party from a gunshot. Billy Fields is initially accused of murder but his story that the gun accidentally went off during May's distress about having AIDS is corroborated. The case pivots to Kenny Stark ('Twist'), who deliberately infected multiple young women with HIV including May. Billy is cleared; Stark becomes the actual criminal target for intentional HIV transmission resulting in death."
lo_s08_e18,8,18,Stalker,,Transcript appears truncated mid-cross-examination,Y,Y,Y,"Andrea Blake is stalked via e-mail by 'Giovanni' and eventually murdered. Police initially suspect Louis Dutton (voyeur photographer) and Russell Lowery (convicted hacker). Blake fabricated first attack (threw herself down stairs) after police wouldn't help, creating credibility issues. Lowery ultimately charged with murder and attempted murder. Transcript ends mid-trial, unclear if conviction obtained. Key issue: 911 tape excluded because Blake lied about first attack, undermining her credibility when she identified killer as 'Giovanni.'"
lo_s08_e19,8,19,Disappeared,,Transcript appears truncated at end during Ben Odell's statement,Y,Y,Y,"Paul and Donna Ericson and developer Faber are kidnapped and later found murdered. Building manager Faber is initially the prime suspect due to legal disputes with the Ericsons over his coffee bar, but he himself is kidnapped and killed. The actual killer is Matthew Odell, a mentally ill political extremist who targeted gentrifiers. Faber was wrongly suspected and then became a victim."
lo_s08_e20,8,20,Burden,,Transcript appears complete through trial testimony but cuts off mid-sentence during Dr. Semenko's testimony.,Y,Y,Y,"12-year-old quadriplegic Michael Sutter dies from poison hemlock. Initially his mother Lois is suspected (she had an alibi with a lover), then his father Joe Sutter is arrested and charged. Eventually Dr. Lyle Semenko, the boy's physician, is revealed as the actual killer—a serial mercy killer with 17+ deaths across multiple hospitals. Both parents endured public accusation, arrest (father), and trial testimony despite being innocent."
lo_s08_e21,8,21,Bad Girl,,Transcript appears complete through courtroom finale and interview scene.,Y,Y,N,"Officer Dana Flynn is murdered in Riverside Park. Jesse Rosado is found shot at the scene, initially suspected of the murder. Detectives discover Monica Johnson (using alias Monica Summers) was on the same bus and followed Flynn into the park. Investigation reveals Rosado was an innocent bystander who tried to stop the attack and was shot by Flynn in her final moments. Monica is convicted of first-degree murder and sentenced to death. She later claims religious conversion and waives appeals, creating legal and moral controversy."
lo_s08_e22,8,22,Damaged,,Transcript appears truncated at end during Valerie's testimony.,Y,Y,Y,"A school shooting involves Sally Maxwell (14) shooting at three boys who raped her mentally disabled sister Valerie. Sally is accused of attempted murder of teacher Amanda Novak (innocent bystander hit by stray bullet). The three boys (Hayden, Randy, Roscoe) are initially accused/convicted of rape but Judge Wright sets aside the jury verdict, declaring them innocent despite evidence they knew Valerie was mentally disabled. The episode explores false accusations in multiple directions: Sally accused of intentionally shooting the teacher (she was shooting at the boys who shot first), and the rape case where the judge controversially rules the sex was consensual despite Valerie's mental disability."
lo_s08_e23,8,23,Tabloid,,Transcript appears complete through trial testimony but cuts off mid-cross-examination,Y,Y,Y,"Maggie Abbott, appellate court nominee, dies after running into traffic while being pursued by tabloid columnist Phil Marco. Marco is initially suspected of causing her death through harassment. He pleads guilty to minor charges but is later murdered. Warren Abbott confesses to killing Marco to protect his daughter Laura from a story about her birth origins, but prosecutor suggests Warren manipulated media for business purposes."
lo_s08_e24,8,24,Monster,,Transcript appears complete through plea agreement scene,Y,Y,N,"10-year-old Malika Richardson is brutally raped and left in a coma. Police initially arrest Owen Stokes based on witness IDs and his confession (obtained through coercive interrogation). Later evidence reveals the actual perpetrator was Jesse Castillo, a security guard with access to the crime scene. Stokes was publicly accused, arrested, indicted, and faced mob violence before being exonerated."
lo_s09_e01,9,1,Cherished,,Transcript appears complete through trial testimony but cuts off mid-sentence during Megan Connery's testimony.,Y,Y,Y,"A baby dies from medical neglect. Initially, 7-year-old Nicholas Waring is suspected and arrested for murder after confessing to attacking the baby. The M.E. later determines the baby died of heart failure before Nicholas touched her, exonerating him. The real culprits are the adoptive parents (the Connerys) who abandoned a sick baby they got from Russia, and Dr. Kostov who facilitated adoption fraud. Nicholas suffered public arrest, removal from home, and psychiatric lockup based on false murder accusation."
lo_s09_e02,9,2,DWB,,Transcript appears truncated mid-testimony. Final outcome unclear.,N,N,Y,"Floyd Michaels, a black auxiliary police officer, is profiled, beaten, and killed by NYPD officers Carlson, Fratelli, and Dietrich after a traffic stop. The episode focuses on prosecuting the officers, with witness cooperation issues and immunity debates. No innocent persons are falsely accused; the victim Michaels is proven innocent of any wrongdoing (suspected robbery surveillance target). Transcript ends mid-trial testimony from Fratelli, who pleaded guilty and is testifying against his co-defendants."
lo_s09_e03,9,3,Bait,,Transcript appears complete through arraignment/grand jury deliberations but cuts off mid-sentence at end.,Y,Y,Y,Kevin Stanton (17) is shot and lies about a carjacking by 'two black guys.' Investigation reveals he was working as an underage informant for Detective Rivera. Drug dealers Mathis and Benvenidez are arrested for shooting Kevin and killing his girlfriend Sarah. Kevin's lies stem from Rivera threatening him to stay silent. Two other juveniles (Eddie and cousin Ricky) were arrested by Rivera in May; Eddie claims Rivera framed them for refusing to inform. The episode explores Rivera's obstruction and possible manslaughter charges for letting kids walk into danger.
lo_s09_e04,9,4,Flight,,Transcript appears complete through final scene discussing Allgen Corporation's sales practices.,Y,Y,N,"A 5-year-old boy dies from V.R.S.A. bacterial infection. Investigation reveals he was deliberately injected. Theresa Copeland, the father's mistress, is initially suspected and publicly accused. She is later cleared when evidence shifts to Aaron Downing, the father, who embezzled money and planned to flee. Theresa faced workplace exposure, arrest threat, and interrogation based on her affair and proximity to the murder weapon, but was innocent of the murder."
lo_s09_e05,9,5,Agony,,Transcript appears complete through deliberation scene,Y,Y,N,"Matt Bergstrom is arrested and pleads guilty to torturing Katharine Lansing and killing a mailman. Later evidence reveals Michelle Ashford's brother committed the crimes at her instigation to eliminate romantic competition. Bergstrom (a serial killer) is proven innocent of these specific crimes but guilty of six other murders he led police to. Creates prosecutorial dilemma: can't let Bergstrom go free, can't convict wrong person."
lo_s09_e06,9,6,Scrambled,,Transcript appears complete through courtroom arguments; may be truncated at very end during judge's statement.,N,N,N,"An embryologist is murdered during a break-in at a fertility clinic. The perpetrator, Francis Curran (a former police detective working as a chauffeur), was hired by Arlene Galvin to destroy frozen embryos from her ex-husband's first marriage. Curran is arrested and confesses, implicating Arlene Galvin. No individuals are wrongfully accused then proven innocent. The legal conflict centers on whether embryos constitute property (affecting felony murder charges) and custody disputes between two ex-wives over frozen embryos."
lo_s11_e01,11,1,Endurance,,Transcript appears truncated mid-testimony,Y,Y,Y,"A fire kills a severely disabled boy (Ian Parnell). Initially detectives suspect the store owner (Richie Zweck) for insurance fraud, then the ex-husband (Colin Parnell). Both are cleared. The mother, Megan Parnell, is ultimately charged with murder two for setting the fire. Transcript ends mid-trial during her testimony, so final verdict unknown. Two innocent people (Zweck and Colin) were publicly accused/investigated."
lo_s11_e02,11,2,Turnstile Justice,,Transcript appears truncated during closing arguments,Y,Y,Y,"Stephanie Donnatelli is murdered on a subway platform by Brian Gallant, a mentally ill man released from Riker's without medication or evaluation. The episode focuses on prosecuting Phillip Andrews, CEO of SMJ Medical Services (the HMO managing Riker's medical care), for manslaughter. Dr. Sanders initially emerges as a suspect/responsible party but becomes a witness against Andrews after being threatened with charges. Raffi Lorraine, a homeless man, is initially suspected but proves to be a witness. The transcript cuts off during closing arguments."
lo_s11_e03,11,3,Dissonance,,Transcript appears truncated mid-sentence during final courtroom scene.,Y,Y,Y,"Natalie Dreisner, a 24-year-old violinist with the Manhattan Symphony Orchestra, is found murdered in her dressing room. Initially, detectives suspect stage hand Jay Brannigan, who stole her $1 million del Gesu violin. However, Brannigan has a solid alibi for the time of murder. The investigation then focuses on conductor Carl Reger, who was having an affair with Dreisner. Reger is arrested and tried for murder based on motive (Dreisner was leaving him professionally and personally), means (his wife's registered gun), and opportunity (alibi issues with E-Z Pass records). Jay Brannigan, though guilty of theft, is cleared of murder and suffered public exposure and arrest for a crime he did not commit."
lo_s11_e04,11,4,Standoff,,Transcript appears truncated mid-sentence during Bennett's testimony.,Y,Y,Y,"Rafael Alejo, a gang leader, is stabbed to death at Rikers. Detectives initially suspect Hector Diaz, who was also stabbed in the incident. However, Diaz is revealed to be an undercover officer. Investigation shifts to Judd Larson (a lifer who actually committed the murder) and Corrections Officer Peter Bennett, who allegedly arranged the killing to avenge his girlfriend Angela Donahue's rape by Alejo. Diaz was wrongly suspected and publicly questioned/accused before his undercover status was revealed. Transcript cuts off during Bennett's trial testimony."
lo_s11_e05,11,5,Return,,Transcript appears complete through trial testimony but cuts off mid-cross-examination of Eli Becker,Y,Y,Y,"Murder-for-hire case where Saul Caplan is killed during a staged robbery. Multiple employees investigated before evidence points to Eli Becker, the victim's partner's son, who hired Sal Bonafiglio to arrange the murder. Early suspects include stockroom workers questioned about theft. Transcript ends mid-trial cross-examination."
lo_s11_e06,11,6,Burn Baby Burn,,Full transcript provided,N,N,N,"Detective Jake Kearsey is shot and killed outside an apartment at 35 St. Nicholas Avenue while attempting to locate a witness (Albert Rosa) for an unrelated robbery case. The shooter is Lateef Miller, a former Black Panther and current community activist, who was inside his girlfriend Selina Watts' apartment. Miller claims self-defense, stating Kearsey pointed a gun at him first after he opened the door. The episode explores police-community tensions and racial issues, with Miller's defense arguing Kearsey was a racist cop who acted aggressively. Miller is tried for Murder in the First Degree. No false suspects are identified - Miller is the only suspect throughout, and the case centers on whether his self-defense claim is valid. While there are discussions of police conduct and racial profiling, no innocent person is wrongly accused of the murder itself."
lo_s11_e07,11,7,Amends,,Transcript appears complete through final courtroom confession scene.,Y,Y,N,"Detectives reopen a 1981 cold case murder of 16-year-old Marybeth Mosley. Initial suspect Fred Jenks (plumber) was cleared by alibi but remained under suspicion for years. Michael Sarno, wealthy ambassador's son with rape history, is eventually arrested. Detective Tommy Brannigan confesses in court that Inspector Holsick pressured him to abandon Sarno investigation in exchange for promotion to First Grade, and arranged for murder weapon to disappear from Property Room. Jenks suffered work/reputation harm from being primary suspect despite solid alibi."
lo_s11_e08,11,8,Thin Ice,,Transcript appears complete through courtroom testimony,Y,Y,N,"Russell Crider, a youth hockey coach, is beaten to death in a parking garage. Initially, detectives focus on his teenage player Keith Taylor after finding Keith's hockey stick with the victim's blood. Keith is interrogated, his home searched, and he is ordered by a judge to provide voice samples for a 911 call match. Keith lies to protect his father Ray Taylor, who actually committed the murder in a rage after Keith was suspended from a game. Keith is publicly accused, arrested as an adult for murder, and forced to testify against his father only after a plea deal."
lo_s11_e09,11,9,Hubris,,Transcript appears complete through mistrial declaration and final scene.,N,N,N,"Richard Morriston/Mark Landry murders four people including his girlfriend Gail Churchill after she discovers he's a con man who previously killed another girlfriend in Utah. No innocent persons are publicly accused or harmed by false accusations in this episode. The case focuses on prosecuting the actual perpetrator, who represents himself at trial and manipulates a juror, resulting in a mistrial."
lo_s11_e10,11,10,Whose Monkey Is It Anyway?,,Transcript appears truncated mid-sentence at end. Mrs. Peavey's conversation with prosecutors is incomplete.,N,N,Y,"George Peavey, a security guard, breaks into a research lab to free monkeys infected with AIDS virus. One monkey escapes and bites researcher Ronald Lee, who dies from anaphylactic shock. Peavey confesses to the break-in and is charged with manslaughter. His defense argues justification based on animal welfare. His girlfriend Maxine Walden is questioned but Peavey explicitly states she was not involved. No one is falsely accused - Peavey is the actual perpetrator and confesses. The case focuses on whether his actions were justified, not on wrongful accusation."
lo_s11_e11,11,11,Sunday in the Park with Jorge,,Transcript appears truncated during defendant's testimony,Y,Y,Y,"Susan Capp is murdered in Central Park during Puerto Rican Day Parade chaos. Police initially pursue suspects from parade wilding incidents, then focus on Seth Teitel (victim's husband's business partner) who had financial motive. Seth is arrested and tried, but new witness testimony leads to charges against Nestor Salazar, who actually committed the murder. Seth is exonerated after public trial."
lo_s11_e12,11,12,Teenage Wasteland,,Transcript appears truncated mid-sentence during McCoy's closing argument,Y,Y,Y,"Chinese restaurant owner Thomas Ngai is murdered during a food delivery to a vacant apartment. Homeless veteran Marvin Warner is initially suspected based on his blanket at the scene and history of confrontations at that location. Warner is cleared when he explains teenagers forced him out and took his blanket. Investigation reveals five teenagers (Mitch Regan, Peter Franco, Chris Donnels, Nick Simms, Heather Russo) lured Ngai to rob him of food, then murdered him when he saw their faces. Warner was publicly accused and arrested before being cleared."
lo_s11_e13,11,13,Phobia,,Transcript appears complete through courtroom testimony but may be truncated before final verdict,N,N,N,A gay man (Bradford Mandel) is beaten to death and his adopted son kidnapped by the biological father (Robert Kelley) and mother (Celia Goddard). The biological father is prosecuted for murder; the biological mother cooperates and testifies against him. No false suspects are identified or accused - police quickly identify the correct perpetrators through evidence at the scene and ransom call tracking. Gene Burdick opportunistically made a fake ransom call but was not wrongly accused of the murder/kidnapping itself - he admitted to the ransom scam. The case centers on the murder prosecution of the actual guilty party.
lo_s11_e14,11,14,A Losing Season,,Transcript appears complete through trial testimony,Y,Y,N,"Dena Meredith, a pregnant bank loan officer, is found shot in the trunk of her stolen car. Two carjackers (Gabor Hartunian and Mark) are initially suspected but are later proven innocent—they stole the car after she was already shot and in the trunk. The real perpetrators are Marcus Cole (hired killer), Henry Williams (coordinator), and Chris Cody (NBA player who fathered Dena's baby and ordered the hit to avoid child support). The carjackers faced public accusation and arrest before being cleared."
lo_s11_e15,11,15,Swept Away - A Very Special Episode,,Transcript appears complete through courtroom testimony. Reality TV show 'Deal With It' cast member Wes Tatum dies after rooftop fight with Paul Wyler. Network VP Byron Stark charged with manslaughter for inciting the confrontation.,Y,Y,N,"Wesley Tatum dies after being pushed off a roof during a fight with castmate Paul Wyler. Wyler is initially arrested for murder, but dying declaration reveals Wes was told to provoke the fight by network executive Byron Stark for ratings. Wyler becomes prosecution witness against Stark. The show's executive producers (Kaufmans) were also arrested but appear to have cooperated, implicating Stark as the one who orchestrated the confrontation."
lo_s11_e16,11,16,Bronx Cheer,,Transcript appears truncated mid-sentence at end,Y,Y,Y,"Angela Jarrell is murdered; investigation leads to drug dealer Francis Partell (aka 'Taz'). Detectives discover Partell may have committed a 1998 Bronx murder for which Tony Shaeffer is serving 25-to-life. Three witnesses (Verona, Pistone, Quintana) now identify Partell as the real shooter. Shaeffer was convicted based on two eyewitnesses, his 'confession' to girlfriend Valerie Mankowitz (bragging to impress her), and his mother's alibi being dismissed. Manhattan DA prosecutes Partell for the Bronx murder using jurisdictional exception. Transcript ends mid-negotiation; Tony Shaeffer remains wrongfully imprisoned throughout visible transcript."
lo_s11_e17,11,17,Ego,,Transcript appears truncated mid-sentence during cross-examination of Alice Marner,Y,Y,Y,"Karen Hall, an investigator for the NY Attorney General's office, is murdered. Initial investigation by state troopers focuses on abduction from Albany train station based on weak eyewitness. NYPD discovers she was having affair with her supervisor Alec Conroy. Multiple people publicly accused/investigated before Conroy arrested. Alice Marner (Conroy's other mistress) provides false alibi, later testifies against him. Defense attorney suggests Marner herself committed the murder. Transcript cuts off during trial."
lo_s11_e18,11,18,White Lie,,Transcript appears complete through courtroom testimony but may be cut off at the end during redirect examination.,N,N,N,"Daniel and Rosa Alvarez are murdered during a cocaine deal. Investigation reveals Caryn Wyman, an Army major's wife, smuggled cocaine from Colombia using military flights. She testifies against Joe Pena, who threatened her and killed the Alvarezes. Two building witnesses (doorman Conners and resident Brady) initially identify Pena but recant at trial, likely due to intimidation. However, neither witness was falsely accused themselves—they were intimidated out of testifying truthfully. Caryn Wyman was prosecuted but received probation in exchange for testimony. No person in this episode qualifies as being falsely accused and then proven/strongly implied innocent with public exposure or material harm as a consequence of that accusation."
lo_s11_e19,11,19,Whiplash,,Transcript appears complete through trial testimony,N,N,N,"Episode centers on a staged car accident insurance fraud ring. Hector Santiago dies from injuries sustained in a staged accident orchestrated by attorneys Petrie and Sanders, chiropractor Dr. Raleigh, and moving company owner Bill Reed. The investigation reveals a conspiracy where illegal immigrants were recruited as crash victims to generate fraudulent insurance claims. All defendants are prosecuted; no one falsely accused is later cleared. Mrs. Ndabe testifies about her husband's death in a similar staged accident."
lo_s11_e20,11,20,All My Children,,Transcript appears truncated at end during cross-examination of Jessie Lucas,Y,Y,Y,"Scott Wilder is found shot dead at Wilshire School. Investigation initially focuses on homeless shelter residents, then drug connections. Detectives discover Scott was involved in extortion scheme with Jessie Lucas, who believed Peter Wilder was her father. Kinship analysis proves Peter wasn't her father. Jessie testifies that she backed out of meeting but Scott went ahead alone. Evidence (missing gun, red dust on shoes, $250K withdrawal) points to Peter Wilder killing his own son. Transcript ends mid-testimony at preliminary hearing."
lo_s11_e21,11,21,Brother's Keeper,,Transcript appears complete through investigation revealing Donald Lonegan killed Malloy and Cally killed witness Waziri,N,N,N,"James Malloy is murdered at a driving range. Investigation reveals he was business partners with gangster Cally Lonegan and was dating Cally's niece Margaret, who died of a drug overdose from drugs Malloy provided. Cab driver Sebastian Waziri witnesses someone leaving Malloy's murder scene and is later killed. The case reveals Cally is an FBI informant protected by agents Innes and Washington. Ultimately, evidence shows Donald Lonegan (Cally's brother, Margaret's father) killed Malloy to avenge his daughter's death, while Cally killed witness Waziri to protect his brother. No one proven/strongly implied innocent is publicly exposed or harmed by false accusation."
lo_s11_e22,11,22,School Daze,,Transcript appears complete through arraignment and pretrial phases,Y,Y,N,"School shooting at George Mason High kills 4, wounds 11. Police pursue multiple false leads before finding actual shooter Henry Semple. Howard Earl, a Black student, is publicly arrested and perp-walked based on witness tip, then cleared via alibi (was visiting mother in prison). Case against Semple later dismissed on Fourth Amendment grounds when gun evidence suppressed."
lo_s11_e23,11,23,Judge Dread,,Transcript appears complete through courtroom testimony but cuts off mid-sentence during final discussion,Y,Y,Y,"Judge Linda Karlin survives assassination attempt by Frank Morris (killed by detective). Investigation reveals Morris visited Rikers inmate Randall Wylie before attack. Wylie charged with attempted murder based on jailhouse informant Jimmy McGowan's testimony that Wylie solicited the hit. Multiple innocent suspects publicly investigated before focusing on Wylie: Evan Bruce (threatening note writer), Vince Ellis (gun owner). Wylie claims entrapment by McGowan. Transcript ends mid-trial, ultimate verdict unknown."
lo_s11_e24,11,24,Deep Vote,,Transcript appears complete through courtroom proceedings about ballot counting motion.,Y,Y,N,"Martha Krasner is shot and killed in what initially appears to be road rage. Investigation reveals she was killed by mistake - the intended target was investigative journalist Kate Pierce, who was working on a story about election fraud in a state senate race. The killer, Martin Blatt, was hired by Albert Bonatto on behalf of State Senator Anne Benton to prevent Pierce from exposing a scheme to rig voting machines and steal ballots. Multiple innocent people are investigated before the true conspiracy is uncovered."
lo_s13_e08,13,8,Asterisk,,Transcript appears complete through trial portion; includes defense objection to Roger Ellery testimony,N,N,N,"Kevin Seleeby, a professional baseball player, is arrested and tried for murdering his limo driver Norman Pratt. Two accomplices (agent Martin Stanley and cousin David Arkuss) testify against Seleeby in exchange for deals. Defense argues steroid-induced psychosis. Prosecution's motive theory (blackmail over steroid use) is blocked; actual motive (blackmail over Seleeby being gay) is also blocked due to attorney work-product privilege. No innocent persons are falsely accused then later cleared in this episode. The investigation quickly identifies Seleeby as the perpetrator through witness testimony and evidence, and he remains the defendant throughout."
lo_s16_e01,16,1,Red Ball,,Transcript appears complete through final courtroom scene and partial final dialogue.,Y,Y,N,"Five-year-old Jennifer Clark is kidnapped from her mother's car. Detectives initially suspect the father Jimmy Clark due to custody/child support disputes. He is publicly confronted at his workplace and interrogated but proves innocent. The actual kidnapper, Dwight Jacobs, is arrested and uses the child's life to extort his freedom. Jennifer is ultimately recovered alive."
lo_s16_e02,16,2,Flaw,,"Complex con scheme involving fake shooting, followed by real murder; mother-daughter team of con artists",Y,Y,N,"Patrick Sullivan is found murdered after a staged con. Initially investigators pursue David Glass as a witness to the con, but Glass is later found dead (suicide). Lorraine Dillon confesses to killing Sullivan in self-defense, claiming he molested her daughter April. April later testifies against Lorraine, claiming Lorraine killed Sullivan out of jealousy. Both women appear to have manipulated the system, with April ultimately revealed as having killed her own infant years earlier. The episode centers on who really killed Sullivan and reveals layers of deception between mother and daughter."
lo_s16_e03,16,3,Ghosts,,Original investigation 10 years prior to current episode; Rob Dolan wrongfully suspected of killing daughter Sara; Johnny Zona eventually convicted.,Y,Y,N,"Rob Dolan was the prime suspect in his 12-year-old daughter Sara's rape and murder 10 years ago. Despite no arrest, he faced intensive police investigation, public suspicion, hired a lawyer immediately, and endured a decade of being viewed as having killed his own child. His wife Amy eventually died (implied stress-related). The real killer, Johnny Zona, is eventually identified via deathbed confession of accomplice Dan Flood. Dolan testifies at trial, finally vindicating himself."
lo_s16_e04,16,4,Age of Innocence,,Transcript appears complete through the verdict and final scene.,N,N,N,"Robert Barrows is killed by a car bomb while trying to remove his comatose wife Karen's feeding tube. The investigation leads to Walter Byrd (bomb maker), Reverend Harlan Dwyre (who orchestrated the murder), and the Lamar family (Karen's parents and brother Steven). Steven Lamar planted the bomb. All suspects are actually guilty of involvement in the murder conspiracy. No innocent people were falsely accused with public exposure or material harm. The jury convicts Steven Lamar but deadlocks on Reverend Dwyre (mistrial)."
lo_s16_e05,16,5,Life Line,,Full transcript provided,Y,Y,N,"Teresa Richter, an aspiring journalist, is murdered while undercover investigating L-12 gang activities. Initially, gang members Beto Torres and Dolores (Lola) are investigated. Kevin Drucker, a businessman, is arrested and convicted for the murder. His son Patterson was incarcerated with L-12 gang members who coerced Kevin into killing Teresa by threatening Patterson's life. Diablo Morales, L-12 lieutenant, is later prosecuted as the one who ordered the hit through Kevin. Lola is investigated but never charged. Patterson Drucker, while involved in contraband smuggling, was a victim of coercion and ultimately released."
